symbol,name,reportDate,fiscalDateEnding,estimate,currency
HLFN,HLFN,4/17/2024,3/31/2024,0,USD
HLGN,HLGN,3/25/2024,12/31/2023,-3.72,USD
HLGN,HLGN,5/6/2024,3/31/2024,,USD
HLI,Houlihan Lokey Inc - Class A,5/7/2024,3/31/2024,1.22,USD
HLIO,Helios Technologies Inc,2/26/2024,12/31/2023,0.27,USD
HLIO,Helios Technologies Inc,5/6/2024,3/31/2024,0.87,USD
HLIT,Harmonic Inc,5/6/2024,3/31/2024,0.01,USD
HLLY,Holley Inc - Class A,2/28/2024,12/31/2023,0.02,USD
HLLY,Holley Inc - Class A,5/6/2024,3/31/2024,0.1075,USD
HLMN,Hillman Solutions Corp,2/22/2024,12/31/2023,0.08,USD
HLMN,Hillman Solutions Corp,5/7/2024,3/31/2024,0.0613,USD
HLNFF,HLNFF,5/14/2024,3/31/2024,,USD
HLRTF,HLRTF,4/26/2024,3/31/2024,,USD
HLT,Hilton Worldwide Holdings Inc,4/24/2024,3/31/2024,1.42,USD
HLTH,Cue Health Inc,3/13/2024,12/31/2023,-0.44,USD
HLTH,Cue Health Inc,5/8/2024,3/31/2024,-0.34,USD
HLTRF,HLTRF,3/14/2024,12/31/2023,,USD
HLTRF,HLTRF,5/9/2024,3/31/2024,,USD
HLTT,HLTT,4/1/2024,3/31/2024,,USD
HLVX,HilleVax Inc,3/15/2024,12/31/2023,-0.82,USD
HLX,Helix Energy Solutions Group Inc,2/26/2024,12/31/2023,0.1,USD
HLX,Helix Energy Solutions Group Inc,4/22/2024,3/31/2024,0.0561,USD
HLYK,HLYK,4/1/2024,3/31/2024,,USD
HMGN,HMGN,5/17/2024,3/31/2024,0,USD
HMN,Horace Mann Educators Corp,4/30/2024,3/31/2024,0.74,USD
HMNF,HMN Financial Inc,4/18/2024,3/31/2024,,USD
HMNY,HMNY,2/27/2024,12/31/2023,0,USD
HMNY,HMNY,5/15/2024,3/31/2024,0,USD
HMPT,HMPT,3/7/2024,12/31/2023,,USD
HMPT,HMPT,5/10/2024,3/31/2024,,USD
HMST,HomeStreet Inc,4/22/2024,3/31/2024,-0.14,USD
HMTXF,HMTXF,3/25/2024,12/31/2023,,USD
HMTXF,HMTXF,5/13/2024,3/31/2024,,USD
HNI,HNI Corp,2/22/2024,12/31/2023,0.82,USD
HNI,HNI Corp,5/6/2024,3/31/2024,0.1925,USD
HNNA,Hennessy Advisors Inc,5/8/2024,3/31/2024,,USD
HNRC,HNRC,3/1/2024,12/31/2023,,USD
HNRC,HNRC,5/1/2024,3/31/2024,,USD
HNRG,Hallador Energy Company,3/14/2024,12/31/2023,0.29,USD
HNRG,Hallador Energy Company,5/6/2024,3/31/2024,0.98,USD
HNST,Honest Company Inc (The ),3/14/2024,12/31/2023,-0.08,USD
HNST,Honest Company Inc (The ),5/7/2024,3/31/2024,-0.105,USD
HNVR,Hanover Bancorp Inc,4/25/2024,3/31/2024,0.385,USD
HOFT,Hooker Furnishings Corporation,4/12/2024,1/31/2024,0.59,USD
HOFV,Hall of Fame Resort & Entertainment Company,3/25/2024,12/31/2023,-2.6,USD
HOFV,Hall of Fame Resort & Entertainment Company,5/13/2024,3/31/2024,,USD
HOG,Harley-Davidson Inc,4/25/2024,3/31/2024,1.5,USD
HOLI,Hollysys Automation Technologies Ltd,5/14/2024,3/31/2024,,USD
HOLX,Hologic Inc,4/29/2024,3/31/2024,0.98,USD
HOMB,Home Bancshares Inc,4/18/2024,3/31/2024,0.46,USD
HON,Honeywell International Inc,4/25/2024,3/31/2024,2.17,USD
HONE,HarborOne Bancorp Inc,4/25/2024,3/31/2024,0.11,USD
HOOD,Robinhood Markets Inc - Class A,5/10/2024,3/31/2024,0.03,USD
HOOK,Hookipa Pharma Inc,3/13/2024,12/31/2023,-0.19,USD
HOOK,Hookipa Pharma Inc,5/9/2024,3/31/2024,-0.21,USD
HOPE,Hope Bancorp Inc,4/22/2024,3/31/2024,0.26,USD
HOTH,Hoth Therapeutics Inc,3/31/2024,12/31/2023,-0.51,USD
HOTH,Hoth Therapeutics Inc,5/15/2024,3/31/2024,,USD
HOUR,Hour Loop Inc,3/29/2024,12/31/2023,0,USD
HOUR,Hour Loop Inc,5/13/2024,3/31/2024,0,USD
HOUS,Anywhere Real Estate Inc,5/1/2024,3/31/2024,-0.66,USD
HOV,Hovnanian Enterprises Inc - Class A,2/22/2024,1/31/2024,,USD
HOWL,Werewolf Therapeutics Inc,3/21/2024,12/31/2023,-0.415,USD
HOWL,Werewolf Therapeutics Inc,5/8/2024,3/31/2024,-0.3967,USD
HP,Helmerich & Payne Inc,4/24/2024,3/31/2024,0.79,USD
HPE,Hewlett Packard Enterprise Company,2/29/2024,1/31/2024,0.45,USD
HPK,HighPeak Energy Inc,3/4/2024,12/31/2023,0.65,USD
HPK,HighPeak Energy Inc,5/8/2024,3/31/2024,0.67,USD
HPMCF,HPMCF,3/27/2024,12/31/2023,,USD
HPMCF,HPMCF,5/8/2024,3/31/2024,,USD
HPP,Hudson Pacific Properties Inc,5/6/2024,3/31/2024,-0.48,USD
HPQ,HP Inc,2/28/2024,1/31/2024,0.81,USD
HPTO,HPTO,2/28/2024,12/31/2023,0,USD
HPTO,HPTO,4/14/2024,3/31/2024,,USD
HQI,HireQuest Inc,3/14/2024,12/31/2023,-0.06,USD
HQI,HireQuest Inc,5/9/2024,3/31/2024,0.3,USD
HQY,Healthequity Inc,3/19/2024,1/31/2024,0.52,USD
HR,Healthcare Realty Trust Inc,5/1/2024,3/31/2024,-0.12,USD
HRB,H&R Block Inc,5/7/2024,4/30/2024,,USD
HRB,H&R Block Inc,5/7/2024,3/31/2024,4.61,USD
HRBR,HRBR,2/28/2024,12/31/2023,0,USD
HRBR,HRBR,5/6/2024,3/31/2024,0,USD
HRGN,HRGN,3/28/2024,12/31/2023,,USD
HRGN,HRGN,5/10/2024,3/31/2024,,USD
HRI,Herc Holdings Inc,4/18/2024,3/31/2024,2.24,USD
HRL,Hormel Foods Corp,2/29/2024,1/31/2024,0.34,USD
HRMY,Harmony Biosciences Holdings Inc,2/22/2024,12/31/2023,0.48,USD
HRMY,Harmony Biosciences Holdings Inc,4/30/2024,3/31/2024,0.648,USD
HRNNF,HRNNF,5/3/2024,3/31/2024,,USD
HROW,Harrow Inc,3/21/2024,12/31/2023,-0.04,USD
HROW,Harrow Inc,5/9/2024,3/31/2024,0.105,USD
HRT,HireRight Holdings Corp,3/7/2024,12/31/2023,0.2,USD
HRT,HireRight Holdings Corp,5/7/2024,3/31/2024,0.2002,USD
HRTG,Heritage Insurance Holdings Inc,3/11/2024,12/31/2023,0.46,USD
HRTG,Heritage Insurance Holdings Inc,5/2/2024,3/31/2024,0.425,USD
HRTX,Heron Therapeutics Inc,3/21/2024,12/31/2023,-0.16,USD
HRTX,Heron Therapeutics Inc,5/9/2024,3/31/2024,-0.08,USD
HRUFF,HRUFF,5/10/2024,3/31/2024,,USD
HRZN,Horizon Technology Finance Corp,2/27/2024,12/31/2023,0.44,USD
HRZN,Horizon Technology Finance Corp,4/30/2024,3/31/2024,0.419,USD
HSBC,HSBC Holdings plc,4/30/2024,3/31/2024,1.6,USD
HSC,HSC,2/26/2024,12/31/2023,,USD
HSC,HSC,5/1/2024,3/31/2024,,USD
HSCS,Heart Test Laboratories Inc,3/14/2024,1/31/2024,-0.13,USD
HSDT,Helius Medical Technologies Inc - Class A,3/7/2024,12/31/2023,-3.63,USD
HSDT,Helius Medical Technologies Inc - Class A,5/9/2024,3/31/2024,,USD
HSEEF,HSEEF,2/26/2024,12/31/2023,,USD
HSIC,Henry Schein Inc,2/27/2024,12/31/2023,0.7,USD
HSIC,Henry Schein Inc,5/7/2024,3/31/2024,1.13,USD
HSII,Heidrick & Struggles International Inc,2/26/2024,12/31/2023,0.69,USD
HSII,Heidrick & Struggles International Inc,4/22/2024,3/31/2024,0.73,USD
HSKA,HSKA,2/26/2024,12/31/2023,,USD
HSKA,HSKA,5/3/2024,3/31/2024,,USD
HSON,Hudson Global Inc,3/28/2024,12/31/2023,0.2,USD
HSON,Hudson Global Inc,5/8/2024,3/31/2024,0.67,USD
HST,Host Hotels & Resorts Inc,5/1/2024,4/30/2024,0.28,USD
HSTI,HSTI,4/15/2024,3/31/2024,,USD
HSTM,Healthstream Inc,4/22/2024,3/31/2024,0.11,USD
HSTO,HSTO,3/7/2024,12/31/2023,-0.59,USD
HSTO,HSTO,5/9/2024,3/31/2024,,USD
HSY,Hershey Company,4/25/2024,3/31/2024,2.79,USD
HT,HT,4/24/2024,3/31/2024,,USD
HTBI,HomeTrust Bancshares Inc,4/24/2024,3/31/2024,0.72,USD
HTBK,Heritage Commerce Corp,4/25/2024,3/31/2024,0.18,USD
HTCR,HeartCore Enterprises Inc,3/28/2024,12/31/2023,0.08,USD
HTCR,HeartCore Enterprises Inc,5/13/2024,3/31/2024,0.04,USD
HTGC,Hercules Capital Inc,5/2/2024,3/31/2024,0.5,USD
HTGM,HTGM,3/28/2024,12/31/2023,,USD
HTGM,HTGM,5/8/2024,3/31/2024,,USD
HTGMQ,HTGMQ,3/28/2024,12/31/2023,,USD
HTGMQ,HTGMQ,5/8/2024,3/31/2024,,USD
HTH,Hilltop Holdings Inc,4/18/2024,3/31/2024,0.25,USD
HTIA,Healthcare Trust Inc,2/28/2024,12/31/2023,0,USD
HTLD,Heartland Express Inc,4/25/2024,3/31/2024,-0.09,USD
HTLF,Heartland Financial USA Inc,4/22/2024,3/31/2024,1.12,USD
HTLZF,HTLZF,3/28/2024,12/31/2023,0.01,USD
HTLZF,HTLZF,5/13/2024,3/31/2024,,USD
HTZ,Hertz Global Holdings Inc (New),4/25/2024,3/31/2024,-0.37,USD
HUBB,Hubbell Inc,4/23/2024,3/31/2024,3.53,USD
HUBG,Hub Group Inc - Class A,4/25/2024,3/31/2024,0.41,USD
HUBS,HubSpot Inc,5/1/2024,3/31/2024,1.5,USD
HUM,Humana Inc,4/24/2024,3/31/2024,6.18,USD
HUMA,Humacyte Inc,3/22/2024,12/31/2023,-0.24,USD
HUMA,Humacyte Inc,5/10/2024,3/31/2024,-0.2528,USD
HUN,Huntsman Corp,5/3/2024,3/31/2024,0.1655,USD
HURC,Hurco Companies Inc,3/8/2024,1/31/2024,,USD
HURN,Huron Consulting Group Inc,2/27/2024,12/31/2023,1.13,USD
HURN,Huron Consulting Group Inc,4/30/2024,3/31/2024,0.9566,USD
HUSA,Houston American Energy Corp,3/29/2024,12/31/2023,,USD
HUSA,Houston American Energy Corp,5/13/2024,3/31/2024,,USD
HVT,Haverty Furniture Cos. Inc,4/30/2024,3/31/2024,0.7333,USD
HVT-A,Haverty Furniture Cos. Inc - Class A,4/30/2024,3/31/2024,0.69,USD
HWAIF,HWAIF,3/29/2024,12/31/2023,,USD
HWAIF,HWAIF,5/13/2024,3/31/2024,,USD
HWBK,Hawthorn Bancshares Inc,4/24/2024,3/31/2024,,USD
HWC,Hancock Whitney Corp,4/16/2024,3/31/2024,1.19,USD
HWKN,Hawkins Inc,5/15/2024,3/31/2024,0.68,USD
HWM,Howmet Aerospace Inc,4/30/2024,3/31/2024,0.51,USD
HWNI,HWNI,4/15/2024,3/31/2024,,USD
HXL,Hexcel Corp,4/22/2024,3/31/2024,0.43,USD
HY,Hyster-Yale Materials Handling Inc - Class A,2/27/2024,12/31/2023,1.14,USD
HY,Hyster-Yale Materials Handling Inc - Class A,4/30/2024,3/31/2024,1.81,USD
HYEX,HYEX,3/29/2024,12/31/2023,0,USD
HYEXD,HYEXD,3/29/2024,12/31/2023,0,USD
HYFM,Hydrofarm Holdings Group Inc,2/29/2024,12/31/2023,-0.19,USD
HYFM,Hydrofarm Holdings Group Inc,5/8/2024,3/31/2024,-0.1306,USD
HYLN,Hyliion Holdings Corporation - Class A,5/7/2024,3/31/2024,-0.21,USD
HYMC,Hycroft Mining Holding Corporation - Class A,3/26/2024,12/31/2023,-0.6,USD
HYMC,Hycroft Mining Holding Corporation - Class A,4/29/2024,3/31/2024,,USD
HYPR,Hyperfine Inc - Class A,3/19/2024,12/31/2023,-0.18,USD
HYPR,Hyperfine Inc - Class A,5/9/2024,3/31/2024,-0.15,USD
HYREQ,HYREQ,5/14/2024,3/31/2024,0,USD
HYSR,HYSR,5/13/2024,3/31/2024,,USD
HYZN,Hyzon Motors Inc - Class A,3/21/2024,12/31/2023,-0.2,USD
HYZN,Hyzon Motors Inc - Class A,4/1/2024,3/31/2024,-0.16,USD
HZNP,HZNP,2/28/2024,12/31/2023,1.36,USD
HZO,Marinemax Inc,4/25/2024,3/31/2024,0.66,USD
IAC,IAC Inc - New,5/7/2024,3/31/2024,-0.96,USD
IAG,Iamgold Corp,5/9/2024,3/31/2024,0.02,USD
IART,Integra Lifesciences Holdings Corp,2/28/2024,12/31/2023,0.9,USD
IART,Integra Lifesciences Holdings Corp,4/24/2024,3/31/2024,0.7418,USD
IAS,Integral Ad Science Holding Corp,2/27/2024,12/31/2023,0.04,USD
IAS,Integral Ad Science Holding Corp,5/2/2024,3/31/2024,0.0373,USD
IBCP,Independent Bank Corporation (Ionia MI),4/25/2024,3/31/2024,0.66,USD
IBEX,IBEX Ltd,5/15/2024,3/31/2024,0.55,USD
IBIO,iBio Inc,5/13/2024,3/31/2024,,USD
IBKR,Interactive Brokers Group Inc - Class A,4/16/2024,3/31/2024,1.58,USD
IBM,International Business Machines Corp,4/24/2024,3/31/2024,1.47,USD
IBOC,International Bancshares Corp,5/2/2024,3/31/2024,,USD
IBP,Installed Building Products Inc,2/22/2024,12/31/2023,2.45,USD
IBP,Installed Building Products Inc,5/2/2024,3/31/2024,2.19,USD
IBRX,ImmunityBio Inc,2/28/2024,12/31/2023,-0.18,USD
IBRX,ImmunityBio Inc,5/9/2024,3/31/2024,-0.16,USD
IBSS,IBSS,2/28/2024,12/31/2023,0,USD
IBSS,IBSS,5/8/2024,3/31/2024,0,USD
IBTX,Independent Bank Group Inc,4/22/2024,3/31/2024,0.61,USD
IBXNF,IBXNF,3/18/2024,1/31/2024,,USD
ICAD,Icad Inc,3/26/2024,12/31/2023,-0.05,USD
ICAD,Icad Inc,5/13/2024,3/31/2024,-0.05,USD
ICCC,Immucell Corp,2/27/2024,12/31/2023,,USD
ICCC,Immucell Corp,5/9/2024,3/31/2024,,USD
ICCH,ICC Holdings Inc,2/28/2024,12/31/2023,,USD
ICCH,ICC Holdings Inc,5/6/2024,3/31/2024,,USD
ICCM,Icecure Medical Ltd,5/15/2024,3/31/2024,-0.08,USD
ICCT,iCoreConnect Inc,3/21/2024,12/31/2023,,USD
ICD,Independence Contract Drilling Inc,2/28/2024,12/31/2023,-0.28,USD
ICD,Independence Contract Drilling Inc,5/7/2024,3/31/2024,-0.2275,USD
ICE,Intercontinental Exchange Inc,5/2/2024,3/31/2024,1.47,USD
ICFI,ICF International Inc,2/27/2024,12/31/2023,1.63,USD
ICFI,ICF International Inc,5/7/2024,3/31/2024,1.59,USD
ICHR,Ichor Holdings Ltd,5/7/2024,3/31/2024,0.1,USD
ICL,ICL Group Ltd,2/28/2024,12/31/2023,0.0751,USD
ICL,ICL Group Ltd,5/8/2024,3/31/2024,0.1008,USD
ICLD,ICLD,3/12/2024,12/31/2023,0,USD
ICLD,ICLD,5/13/2024,3/31/2024,0,USD
ICLK,iClick Interactive Asia Group Ltd,5/9/2024,3/31/2024,,USD
ICLR,Icon Plc,4/26/2024,3/31/2024,3.47,USD
ICMB,Investcorp Credit Management BDC Inc,5/13/2024,3/31/2024,0.13,USD
ICPT,ICPT,2/29/2024,12/31/2023,-0.09,USD
ICPT,ICPT,4/25/2024,3/31/2024,,USD
ICU,SeaStar Medical Holding Corp,3/29/2024,12/31/2023,-0.13,USD
ICU,SeaStar Medical Holding Corp,5/14/2024,3/31/2024,,USD
ICUI,ICU Medical Inc,2/27/2024,12/31/2023,1.19,USD
ICUI,ICU Medical Inc,5/6/2024,3/31/2024,0.9,USD
ICVX,Icosavax Inc,3/28/2024,12/31/2023,-0.5108,USD
ICVX,Icosavax Inc,5/13/2024,3/31/2024,-0.5393,USD
ID,ID,3/12/2024,12/31/2023,-0.04,USD
ID,ID,4/15/2024,3/31/2024,,USD
IDA,Idacorp Inc,5/2/2024,3/31/2024,0.99,USD
IDAI,T Stamp Inc - Class A,3/9/2024,12/31/2023,,USD
IDAI,T Stamp Inc - Class A,5/10/2024,3/31/2024,,USD
IDBA,IDBA,2/29/2024,12/31/2023,-0.225,USD
IDBAY,IDBAY,2/29/2024,12/31/2023,-0.225,USD
IDCC,Interdigital Inc,5/2/2024,3/31/2024,2.3,USD
IDEX,Ideanomics Inc,3/14/2024,12/31/2023,,USD
IDICQ,PARTS iD Inc - Class A,4/15/2024,3/31/2024,,USD
IDN,Intellicheck Inc,3/19/2024,12/31/2023,-0.0133,USD
IDN,Intellicheck Inc,5/7/2024,3/31/2024,-0.03,USD
IDR,Idaho Strategic Resources Inc,3/29/2024,12/31/2023,0.05,USD
IDR,Idaho Strategic Resources Inc,5/13/2024,3/31/2024,,USD
IDT,IDT Corp - Class B,3/6/2024,1/31/2024,,USD
IDW,IDW,3/13/2024,1/31/2024,,USD
IDXG,IDXG,3/25/2024,12/31/2023,0.11,USD
IDXG,IDXG,5/10/2024,3/31/2024,,USD
IDXX,Idexx Laboratories Inc,4/30/2024,3/31/2024,2.68,USD
IDYA,Ideaya Biosciences Inc,5/7/2024,3/31/2024,-0.6067,USD
IE,Ivanhoe Electric Inc,3/12/2024,12/31/2023,-0.1827,USD
IE,Ivanhoe Electric Inc,5/13/2024,3/31/2024,-0.11,USD
IEP,Icahn Enterprises L P,2/28/2024,12/31/2023,0.21,USD
IEP,Icahn Enterprises L P,5/8/2024,3/31/2024,0.36,USD
IESC,IES Holdings Inc,5/8/2024,3/31/2024,,USD
IEX,Idex Corporation,4/24/2024,3/31/2024,1.77,USD
IFABF,IFABF,2/26/2024,12/31/2023,,USD
IFABF,IFABF,5/13/2024,3/31/2024,,USD
IFAN,IFAN,2/28/2024,11/30/2023,0,USD
IFF,International Flavors & Fragrances Inc,5/6/2024,3/31/2024,0.9232,USD
IFLXF,IFLXF,4/17/2024,3/31/2024,,USD
IFMK,IFMK,2/28/2024,12/31/2023,0,USD
IFSPF,IFSPF,5/2/2024,3/31/2024,,USD
IGEN,IGEN,4/17/2024,3/31/2024,,USD
IGIC,International General Insurance Holdings Ltd,3/12/2024,12/31/2023,0.62,USD
IGIC,International General Insurance Holdings Ltd,5/14/2024,3/31/2024,0.69,USD
IGMS,IGM Biosciences Inc,3/28/2024,12/31/2023,-1.03,USD
IGMS,IGM Biosciences Inc,5/10/2024,3/31/2024,-1.04,USD
IGT,International Game Technology PLC,3/12/2024,12/31/2023,0.41,USD
IGT,International Game Technology PLC,5/7/2024,3/31/2024,0.5062,USD
IGXT,IGXT,3/27/2024,12/31/2023,,USD
IGXT,IGXT,5/9/2024,3/31/2024,,USD
IHG,Intercontinental Hotels Group,5/3/2024,3/31/2024,0,USD
IHRT,iHeartMedia Inc - Class A New,2/29/2024,12/31/2023,0.02,USD
IHRT,iHeartMedia Inc - Class A New,4/30/2024,3/31/2024,-0.55,USD
IHS,IHS Holding Ltd,3/26/2024,12/31/2023,0.04,USD
IHS,IHS Holding Ltd,5/21/2024,3/31/2024,0.1405,USD
IHT,Innsuites Hospitality Trust,4/30/2024,1/31/2024,,USD
III,Information Services Group Inc,3/7/2024,12/31/2023,0.09,USD
III,Information Services Group Inc,5/6/2024,3/31/2024,0.08,USD
IIIN,Insteel Industries Inc,4/18/2024,3/31/2024,0.29,USD
IIIV,i3 Verticals Inc - Class A,5/7/2024,3/31/2024,0.39,USD
IINN,Inspira Technologies Oxy B.H.N. Ltd,3/18/2024,12/31/2023,-0.29,USD
IINN,Inspira Technologies Oxy B.H.N. Ltd,5/16/2024,3/31/2024,0,USD
IIPR,Innovative Industrial Properties Inc,2/26/2024,12/31/2023,1.42,USD
IIPR,Innovative Industrial Properties Inc,5/6/2024,3/31/2024,1.4,USD
IKNA,Ikena Oncology Inc,3/12/2024,12/31/2023,-0.43,USD
IKNA,Ikena Oncology Inc,5/13/2024,3/31/2024,-0.432,USD
IKT,Inhibikase Therapeutics Inc,3/29/2024,12/31/2023,-0.78,USD
IKT,Inhibikase Therapeutics Inc,5/13/2024,3/31/2024,,USD
ILAL,ILAL,5/10/2024,3/31/2024,,USD
ILMN,Illumina Inc,4/23/2024,3/31/2024,0.03,USD
ILPMY,ILPMY,2/28/2024,12/31/2023,0,USD
ILPT,Industrial Logistics Properties Trust,4/23/2024,3/31/2024,-0.43,USD
IMAX,Imax Corp,2/27/2024,12/31/2023,0.08,USD
IMAX,Imax Corp,4/25/2024,3/31/2024,0.1437,USD
IMBI,IMBI,4/10/2024,2/29/2024,,USD
IMBIQ,IMBIQ,5/21/2024,4/30/2024,-0.24,USD
IMCI,IMCI,5/10/2024,3/31/2024,,USD
IMGN,Immunogen Inc,2/28/2024,12/31/2023,0.13,USD
IMGN,Immunogen Inc,4/26/2024,3/31/2024,0.0637,USD
IMH,IMH,3/14/2024,12/31/2023,,USD
IMII,IMII,2/28/2024,12/31/2023,0,USD
IMII,IMII,4/10/2024,3/31/2024,,USD
IMKTA,Ingles Markets Inc - Class A,5/2/2024,3/31/2024,,USD
IMMR,Immersion Corp,5/8/2024,3/31/2024,0.16,USD
IMMX,Immix Biopharma Inc,2/28/2024,12/31/2023,-0.23,USD
IMNM,Immunome Inc,3/14/2024,12/31/2023,-0.12,USD
IMNM,Immunome Inc,5/3/2024,3/31/2024,-0.25,USD
IMNN,Imunon Inc,3/28/2024,12/31/2023,-0.57,USD
IMNN,Imunon Inc,5/9/2024,3/31/2024,-0.54,USD
IMO,Imperial Oil Ltd,4/26/2024,3/31/2024,1.64,USD
IMPL,IMPL,3/22/2024,12/31/2023,-0.21,USD
IMPLQ,Impel Pharmaceuticals Inc,3/22/2024,12/31/2023,-0.21,USD
IMPM,IMPM,5/10/2024,3/31/2024,0,USD
IMRFF,IMRFF,4/26/2024,2/29/2024,,USD
IMRX,Immuneering Corp Class A,3/6/2024,12/31/2023,-0.4674,USD
IMRX,Immuneering Corp Class A,5/7/2024,3/31/2024,-0.5,USD
IMTCF,IMTCF,4/29/2024,3/31/2024,,USD
IMUC,IMUC,3/13/2024,12/31/2023,0,USD
IMUC,IMUC,5/14/2024,3/31/2024,0,USD
IMUN,IMUN,2/28/2024,12/31/2023,0,USD
IMUX,Immunic Inc,2/22/2024,12/31/2023,-0.51,USD
IMUX,Immunic Inc,5/9/2024,3/31/2024,-0.49,USD
IMV,IMV,3/14/2024,12/31/2023,,USD
IMVIQ,IMVIQ,3/14/2024,12/31/2023,,USD
IMVT,Immunovant Inc,5/13/2024,3/31/2024,-0.43,USD
IMXI,International Money Express Inc,2/27/2024,12/31/2023,0.52,USD
IMXI,International Money Express Inc,5/2/2024,3/31/2024,0.4245,USD
INAB,IN8bio Inc,3/14/2024,12/31/2023,-0.15,USD
INAB,IN8bio Inc,5/10/2024,3/31/2024,-0.18,USD
INBC,INBC,4/28/2024,3/31/2024,,USD
INBK,First Internet Bancorp,4/24/2024,3/31/2024,0.56,USD
INBP,INBP,5/6/2024,3/31/2024,,USD
INBX,Inhibrx Inc,3/4/2024,12/31/2023,-1.04,USD
INBX,Inhibrx Inc,5/6/2024,3/31/2024,-1.06,USD
INCAF,INCAF,4/1/2024,1/31/2024,,USD
INCY,Incyte Corp,4/30/2024,3/31/2024,0.87,USD
INDB,Independent Bank Corp,4/18/2024,3/31/2024,1.11,USD
INDI,Indie Semiconductor Inc - Class A,2/22/2024,12/31/2023,-0.01,USD
INDI,Indie Semiconductor Inc - Class A,5/13/2024,3/31/2024,-0.0012,USD
INDO,Indonesia Energy Corp Ltd,2/28/2024,12/31/2023,0,USD
INDP,Indaptus Therapeutics Inc,2/26/2024,12/31/2023,-0.54,USD
INDP,Indaptus Therapeutics Inc,5/3/2024,3/31/2024,-0.44,USD
INDV,Indivior Plc,2/22/2024,12/31/2023,0.3,USD
INDV,Indivior Plc,4/25/2024,3/31/2024,0,USD
INEOF,INEOF,2/26/2024,12/31/2023,,USD
INFA,Informatica Inc - Class A,5/1/2024,3/31/2024,0.21,USD
INFI,INFI,3/26/2024,12/31/2023,-0.12,USD
INFI,INFI,5/7/2024,3/31/2024,,USD
INFIQ,INFIQ,5/7/2024,3/31/2024,-0.13,USD
INFN,Infinera Corp,3/6/2024,12/31/2023,0.1064,USD
INFN,Infinera Corp,5/1/2024,3/31/2024,0.0275,USD
INFU,InfuSystem Holdings Inc,3/13/2024,12/31/2023,0.02,USD
INFU,InfuSystem Holdings Inc,5/2/2024,3/31/2024,0.0333,USD
INFY,Infosys Ltd,4/12/2024,3/31/2024,0.1804,USD
INGN,Inogen Inc,2/27/2024,12/31/2023,-0.62,USD
INGN,Inogen Inc,5/2/2024,3/31/2024,-0.6531,USD
INGR,Ingredion Inc,5/1/2024,3/31/2024,2.04,USD
INIKF,INIKF,4/30/2024,3/31/2024,,USD
INIS,INIS,4/3/2024,3/31/2024,,USD
INKT,MiNK Therapeutics Inc,3/21/2024,12/31/2023,-0.15,USD
INKT,MiNK Therapeutics Inc,5/11/2024,3/31/2024,-0.1472,USD
INLB,INLB,5/20/2024,3/31/2024,,USD
INLX,Intellinetics Inc,3/25/2024,12/31/2023,0.04,USD
INLX,Intellinetics Inc,5/13/2024,3/31/2024,0.05,USD
INMB,INmune Bio Inc,2/29/2024,12/31/2023,-0.44,USD
INMB,INmune Bio Inc,5/1/2024,3/31/2024,-0.585,USD
INMD,Inmode Ltd,4/30/2024,3/31/2024,0.5,USD
INN,Summit Hotel Properties Inc,2/28/2024,12/31/2023,-0.13,USD
INN,Summit Hotel Properties Inc,5/1/2024,3/31/2024,-0.06,USD
INND,INND,4/19/2024,3/31/2024,,USD
INNV,InnovAge Holding Corp,5/7/2024,3/31/2024,-0.03,USD
INO,Inovio Pharmaceuticals Inc,2/28/2024,12/31/2023,-1.27,USD
INO,Inovio Pharmaceuticals Inc,5/8/2024,3/31/2024,-0.09,USD
INOD,Innodata Inc,2/22/2024,12/31/2023,,USD
INOD,Innodata Inc,5/9/2024,3/31/2024,,USD
INPX,Inpixon,3/28/2024,12/31/2023,,USD
INPX,Inpixon,5/13/2024,3/31/2024,,USD
INRD,INRD,3/28/2024,12/31/2023,,USD
INRD,INRD,5/13/2024,3/31/2024,,USD
INRE,INRE,5/6/2024,3/31/2024,,USD
INSE,Inspired Entertainment Inc,5/8/2024,3/31/2024,0.0013,USD
INSG,Inseego Corp,5/1/2024,3/31/2024,-0.045,USD
INSM,Insmed Inc,2/22/2024,12/31/2023,-1.15,USD
INSM,Insmed Inc,5/2/2024,3/31/2024,-1.15,USD
INSP,Inspire Medical Systems Inc,4/30/2024,3/31/2024,-0.66,USD
INST,Instructure Holdings Inc,4/29/2024,3/31/2024,0.2275,USD
INSW,International Seaways Inc,2/29/2024,12/31/2023,2.1,USD
INSW,International Seaways Inc,5/3/2024,3/31/2024,2.22,USD
INT,INT,4/25/2024,3/31/2024,,USD
INTA,Intapp Inc,5/6/2024,3/31/2024,0.07,USD
INTC,Intel Corp,4/25/2024,3/31/2024,0.14,USD
INTG,Intergroup Corp,5/13/2024,3/31/2024,,USD
INTI,INTI,5/10/2024,3/31/2024,,USD
INTS,Intensity Therapeutics Inc,2/28/2024,12/31/2023,-0.18,USD
INTT,Intest Corp,3/1/2024,12/31/2023,0.13,USD
INTT,Intest Corp,5/3/2024,3/31/2024,0.24,USD
INTU,Intuit Inc,2/22/2024,1/31/2024,2.3,USD
INTU,Intuit Inc,5/21/2024,4/30/2024,9.71,USD
INTV,INTV,5/13/2024,3/31/2024,,USD
INTWF,INTWF,4/29/2024,3/31/2024,,USD
