symbol,name,reportDate,fiscalDateEnding,estimate,currency
RSMDF,RSMDF,2024-04-25,2024-03-31,0.1925,USD
RSPI,RSPI,2024-02-28,2023-12-31,0,USD
RSPI,RSPI,2024-05-13,2024-03-31,0,USD
RSRBF,RSRBF,2024-04-29,2024-03-31,,CAD
RSRV,RSRV,2024-03-29,2023-12-31,,USD
RSRV,RSRV,2024-05-13,2024-03-31,,USD
RSSS,Research Solutions Inc,2024-05-09,2024-03-31,0.01,USD
RSTN,RSTN,2024-03-07,2023-12-31,,USD
RSTN,RSTN,2024-05-13,2024-03-31,,USD
RSTRF,RSTRF,2024-05-01,2024-03-31,,USD
RTL,RTL,2024-05-08,2024-03-31,,USD
RTMAF,RTMAF,2024-04-11,2024-01-31,,CAD
RTNB,RTNB,2024-02-28,2023-12-31,0,USD
RTO,Rentokil Initial,2024-03-07,2023-12-31,0.7402,GBP
RTO,Rentokil Initial,2024-04-18,2024-03-31,0,GBP
RTX,RTX Corp,2024-04-23,2024-03-31,1.22,USD
RUBLF,RUBLF,2024-03-07,2023-12-31,,CAD
RUBLF,RUBLF,2024-05-09,2024-03-31,,CAD
RUBY,RUBY,2024-02-26,2023-12-31,-0.25,USD
RUM,Rumble Inc - Class A,2024-03-28,2023-12-31,-0.22,USD
RUM,Rumble Inc - Class A,2024-05-13,2024-03-31,-0.16,USD
RUN,Sunrun Inc,2024-05-01,2024-03-31,-0.3412,USD
RUSHA,Rush Enterprises Inc - Class A,2024-04-23,2024-03-31,0.8,USD
RUSHB,Rush Enterprises Inc - Class B,2024-04-23,2024-03-31,0.755,USD
RUSMF,RUSMF,2024-05-01,2024-03-31,0.72,CAD
RUTH,RUTH,2024-05-03,2024-03-31,,USD
RVIC,RVIC,2024-02-22,2023-12-31,,USD
RVIV,RVIV,2024-04-11,2024-02-29,,USD
RVIVD,RVIVD,2024-04-11,2024-03-31,,USD
RVIVD,RVIVD,2024-04-11,2024-02-29,,USD
RVLCF,RVLCF,2024-04-25,2024-03-31,,USD
RVLP,RVLP,2024-03-18,2023-12-31,-0.0924,USD
RVLP,RVLP,2024-05-09,2024-03-31,-0.06,USD
RVLPQ,RVLPQ,2024-02-22,2023-12-31,-0.11,USD
RVLPQ,RVLPQ,2024-05-09,2024-03-31,-0.06,USD
RVLV,Revolve Group Inc - Class A,2024-02-27,2023-12-31,0.02,USD
RVLV,Revolve Group Inc - Class A,2024-05-01,2024-03-31,0.1467,USD
RVMD,Revolution Medicines Inc,2024-02-26,2023-12-31,-0.88,USD
RVMD,Revolution Medicines Inc,2024-05-06,2024-03-31,-0.7813,USD
RVNC,Revance Therapeutics Inc,2024-05-06,2024-03-31,-0.426,USD
RVP,Retractable Technologies Inc,2024-03-28,2023-12-31,,USD
RVP,Retractable Technologies Inc,2024-05-13,2024-03-31,,USD
RVPH,Reviva Pharmaceuticals Holdings Inc,2024-03-28,2023-12-31,-0.32,USD
RVPH,Reviva Pharmaceuticals Holdings Inc,2024-05-13,2024-03-31,-0.34,USD
RVRF,RVRF,2024-03-11,2023-12-31,,USD
RVRF,RVRF,2024-05-11,2024-03-31,,USD
RVSB,Riverview Bancorp Inc,2024-04-25,2024-03-31,0.03,USD
RVSN,Rail Vision Ltd,2024-03-21,2023-12-31,-1.28,ILS
RVTY,Revvity Inc,2024-05-09,2024-03-31,0.93,USD
RVVTF,RVVTF,2024-02-26,2023-12-31,,CAD
RVYL,Ryvyl Inc Com New,2024-03-26,2023-12-31,-0.4,USD
RVYL,Ryvyl Inc Com New,2024-05-20,2024-03-31,,USD
RWAY,Runway Growth Finance Corp,2024-03-07,2023-12-31,0.49,USD
RWAY,Runway Growth Finance Corp,2024-05-07,2024-03-31,0.4846,USD
RWBYF,RWBYF,2024-05-13,2024-03-31,,CAD
RWCRF,RWCRF,2024-05-12,2024-03-31,,USD
RWEOY,RWEOY,2024-03-14,2023-12-31,0.8388,EUR
RWEOY,RWEOY,2024-05-15,2024-03-31,0.5993,EUR
RWLK,RWLK,2024-05-09,2024-03-31,-0.09,USD
RWT,Redwood Trust Inc,2024-04-25,2024-03-31,0.1247,USD
RXMD,RXMD,2024-03-28,2023-12-31,,USD
RXMD,RXMD,2024-05-10,2024-03-31,,USD
RXO,RXO Inc,2024-05-01,2024-03-31,0.04,USD
RXRX,Recursion Pharmaceuticals Inc - Class A,2024-02-27,2023-12-31,-0.45,USD
RXRX,Recursion Pharmaceuticals Inc - Class A,2024-05-06,2024-03-31,-0.4467,USD
RXST,RxSight Inc,2024-02-28,2023-12-31,-0.36,USD
RXST,RxSight Inc,2024-05-07,2024-03-31,-0.2974,USD
RXT,Rackspace Technology Inc,2024-05-07,2024-03-31,-0.0405,USD
RY,Royal Bank Of Canada,2024-02-28,2024-01-31,2.08,CAD
RYAAY,Ryanair Holdings Plc,2024-05-20,2024-03-31,-1.8,EUR
RYAM,Rayonier Advanced Materials Inc,2024-02-27,2023-12-31,-0.07,USD
RYAM,Rayonier Advanced Materials Inc,2024-05-07,2024-03-31,-0.045,USD
RYAN,Ryan Specialty Holdings Inc Class A,2024-02-27,2023-12-31,0.34,USD
RYAN,Ryan Specialty Holdings Inc Class A,2024-05-02,2024-03-31,0.3425,USD
RYCEY,RYCEY,2024-02-22,2023-12-31,0.1322,GBP
RYDAF,RYDAF,2024-05-02,2024-03-31,0.9065,USD
RYI,Ryerson Holding Corp,2024-04-29,2024-03-31,0.94,USD
RYKKY,RYKKY,2024-04-12,2024-02-29,0.2368,JPY
RYN,Rayonier Inc,2024-05-01,2024-03-31,0.05,USD
RYTM,Rhythm Pharmaceuticals Inc,2024-02-22,2023-12-31,-0.7,USD
RYTM,Rhythm Pharmaceuticals Inc,2024-04-30,2024-03-31,-0.666,USD
RYZB,RayzeBio Inc,2024-02-28,2023-12-31,-0.66,USD
RZLT,Rezolute Inc,2024-05-09,2024-03-31,-0.31,USD
RZREF,RZREF,2024-04-29,2024-03-31,,CAD
S,SentinelOne Inc - Class A,2024-03-13,2024-01-31,-0.04,USD
SA,Seabridge Gold Inc,2024-05-13,2024-03-31,-0.0295,CAD
SABK,SABK,2024-04-23,2024-03-31,0.28,USD
SABOF,SABOF,2024-04-15,2024-03-31,,USD
SABR,Sabre Corp,2024-05-02,2024-03-31,-0.03,USD
SABS,SAB Biotherapeutics Inc,2024-03-29,2023-12-31,-0.62,USD
SABS,SAB Biotherapeutics Inc,2024-05-14,2024-03-31,-1.15,USD
SACH,Sachem Capital Corp,2024-03-28,2023-12-31,0.11,USD
SACH,Sachem Capital Corp,2024-05-13,2024-03-31,0.11,USD
SAENF,SAENF,2024-04-30,2024-03-31,,CAD
SAFE,Safehold Inc,2024-04-24,2024-03-31,0.39,USD
SAFRY,SAFRY,2024-04-26,2024-03-31,0,EUR
SAFT,Safety Insurance Group Inc,2024-02-27,2023-12-31,0.77,USD
SAFT,Safety Insurance Group Inc,2024-05-01,2024-03-31,,USD
SAGE,Sage Therapeutics Inc,2024-04-30,2024-03-31,-1.65,USD
SAH,Sonic Automotive Inc - Class A,2024-04-25,2024-03-31,1.32,USD
SAHRF,SAHRF,2024-04-29,2024-03-31,,CAD
SAIA,Saia Inc,2024-04-26,2024-03-31,3.4,USD
SAIC,Science Applications International Corp,2024-04-01,2024-01-31,1.43,USD
SAL,SAL,2024-04-24,2024-03-31,,USD
SALM,SALM,2024-03-06,2023-12-31,-0.1,USD
SALM,SALM,2024-05-07,2024-03-31,-0.14,USD
SAM,Boston Beer Co. Inc - Class A,2024-02-27,2023-12-31,-0.25,USD
SAM,Boston Beer Co. Inc - Class A,2024-04-25,2024-03-31,0.2955,USD
SAMG,Silvercrest Asset Management Group Inc - Class A,2024-02-29,2023-12-31,0.36,USD
SAMG,Silvercrest Asset Management Group Inc - Class A,2024-05-02,2024-03-31,0.45,USD
SAN,Banco Santander S.A.,2024-04-30,2024-03-31,0.2112,EUR
SANA,Sana Biotechnology Inc,2024-03-14,2023-12-31,-0.38,USD
SANA,Sana Biotechnology Inc,2024-05-06,2024-03-31,-0.3031,USD
SAND,Sandstorm Gold Ltd,2024-05-08,2024-03-31,0.01,USD
SANG,SANGSTAT MEDICAL CORP,2024-05-09,2024-03-31,-0.05,USD
SANM,Sanmina Corp,2024-05-09,2024-03-31,1.25,USD
SANW,S&W Seed Company,2024-05-09,2024-03-31,-0.1,USD
SAP,Sap SE,2024-04-22,2024-03-31,1.19,USD
SAPX,SAPX,2024-02-22,2023-12-31,0,USD
SAR,Saratoga Investment Corp,2024-04-30,2024-02-29,0.95,USD
SASBQ,SASBQ,2024-03-07,2024-01-31,0,USD
SASI,Sigma Additive Solutions Inc,2024-03-28,2023-12-31,-0.83,USD
SASI,Sigma Additive Solutions Inc,2024-05-13,2024-03-31,,USD
SASOF,SASOF,2024-02-26,2023-12-31,,USD
SASR,Sandy Spring Bancorp,2024-04-18,2024-03-31,0.45,USD
SATS,EchoStar Corp - Class A,2024-05-06,2024-03-31,-0.05,USD
SAUHY,SAUHY,2024-02-27,2023-12-31,0,CHF
SAUHY,SAUHY,2024-04-30,2024-03-31,0,CHF
SAVA,Cassava Sciences Inc,2024-02-26,2023-12-31,-0.52,USD
SAVA,Cassava Sciences Inc,2024-04-29,2024-03-31,,USD
SAVE,Spirit Airlines Inc,2024-04-24,2024-03-31,-1.39,USD
SAWLF,SAWLF,2024-03-06,2023-12-31,,CAD
SAWLF,SAWLF,2024-05-09,2024-03-31,,CAD
SAXPY,SAXPY,2024-05-07,2024-03-31,0.2827,EUR
SB,Safe Bulkers Inc,2024-05-08,2024-03-31,0.17,USD
SBAC,SBA Communications Corp - Class A,2024-02-26,2023-12-31,1.37,USD
SBAC,SBA Communications Corp - Class A,2024-04-29,2024-03-31,1.38,USD
SBBCF,SBBCF,2024-04-29,2024-03-31,,USD
SBCF,Seacoast Banking Corp Of Florida,2024-04-25,2024-03-31,0.34,USD
SBET,SharpLink Gaming Inc,2024-05-13,2024-03-31,0,USD
SBEV,Splash Beverage Group Inc,2024-03-29,2023-12-31,-0.1,USD
SBFFF,SBFFF,2024-02-29,2023-12-31,0,USD
SBFFF,SBFFF,2024-05-08,2024-03-31,0,USD
SBFFY,SBFFY,2024-02-29,2023-12-31,0,USD
SBFFY,SBFFY,2024-05-08,2024-03-31,0,USD
SBFG,SB Financial Group Inc,2024-04-18,2024-03-31,0.3,USD
SBFM,Sunshine Biopharma Inc,2024-04-03,2024-03-31,-0.06,USD
SBGI,Sinclair Inc - Class A,2024-05-01,2024-03-31,,USD
SBGSF,SBGSF,2024-04-25,2024-03-31,0,EUR
SBGSY,SBGSY,2024-04-25,2024-03-31,0,EUR
SBH,Sally Beauty Holdings Inc,2024-05-02,2024-03-31,0.4,USD
SBIG,SpringBig Holdings Inc,2024-03-07,2023-12-31,-0.0133,USD
SBIG,SpringBig Holdings Inc,2024-05-02,2024-03-31,-0.015,USD
SBLK,Star Bulk Carriers Corp,2024-05-14,2024-03-31,0.81,USD
SBMIF,SBMIF,2024-04-29,2024-03-31,,USD
SBNY,SBNY,2024-04-17,2024-03-31,4.23,USD
SBOW,SilverBow Resources Inc,2024-02-28,2023-12-31,2.19,USD
SBOW,SilverBow Resources Inc,2024-05-01,2024-03-31,2.69,USD
SBR,Sabine Royalty Trust,2024-02-27,2023-12-31,,USD
SBR,Sabine Royalty Trust,2024-05-07,2024-03-31,,USD
SBRA,Sabra Healthcare REIT Inc,2024-02-27,2023-12-31,0.13,USD
SBRA,Sabra Healthcare REIT Inc,2024-05-01,2024-03-31,0.1375,USD
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo.,2024-03-21,2023-12-31,0.3134,BRL
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo.,2024-05-09,2024-03-31,0.2527,BRL
SBSAA,SBSAA,2024-04-23,2024-03-31,,USD
SBSI,Southside Bancshares Inc,2024-04-23,2024-03-31,0.7,USD
SBSW,Sibanye Stillwater Ltd,2024-03-05,2023-12-31,0.0853,SAR
SBSW,Sibanye Stillwater Ltd,2024-05-10,2024-03-31,0,SAR
SBT,Sterling Bancorp Inc,2024-04-29,2024-03-31,0.03,USD
SBUX,Starbucks Corp,2024-04-30,2024-03-31,0.82,USD
SBWFF,SBWFF,2024-04-25,2024-01-31,,CAD
SCBFF,SCBFF,2024-02-23,2023-12-31,0.2675,USD
SCBFF,SCBFF,2024-05-02,2024-03-31,0.35,USD
SCCAF,SCCAF,2024-03-06,2023-12-31,,CAD
SCCAF,SCCAF,2024-05-06,2024-03-31,,CAD
SCCO,Southern Copper Corporation,2024-04-25,2024-03-31,0.7477,USD
SCDCF,SCDCF,2024-04-22,2024-03-31,,USD
SCEYF,SCEYF,2024-03-06,2023-12-31,,USD
SCEYF,SCEYF,2024-05-02,2024-03-31,,USD
SCGLY,SCGLY,2024-05-03,2024-03-31,0.2302,EUR
SCHL,Scholastic Corp,2024-03-21,2024-02-29,-0.58,USD
SCHN,SCHN,2024-04-03,2024-03-31,,USD
SCHN,SCHN,2024-04-03,2024-02-29,,USD
SCHW,Charles Schwab Corp,2024-04-15,2024-03-31,0.75,USD
SCI,Service Corp International,2024-04-29,2024-03-31,0.85,USD
SCIA,SCIA,2024-04-29,2024-03-31,,USD
SCIE,SCIE,2024-02-28,2023-12-31,0,USD
SCKT,Socket Mobile Inc,2024-04-25,2024-03-31,-0.01,USD
SCL,Stepan Company,2024-04-23,2024-03-31,0.59,USD
SCM,Stellus Capital Investment Corp,2024-02-26,2023-12-31,0.45,USD
SCM,Stellus Capital Investment Corp,2024-05-07,2024-03-31,0.45,USD
SCMWY,SCMWY,2024-05-02,2024-03-31,0.9421,CHF
SCND,SCND,2024-03-13,2023-12-31,-0.3,USD
SCND,SCND,2024-04-15,2024-03-31,,USD
SCOR,Comscore Inc,2024-02-26,2023-12-31,0.2,USD
SCOR,Comscore Inc,2024-05-07,2024-03-31,,USD
SCPH,scPharmaceuticals Inc,2024-03-20,2023-12-31,-0.42,USD
SCPH,scPharmaceuticals Inc,2024-05-08,2024-03-31,-0.3445,USD
SCPL,SCPL,2024-02-28,2023-12-31,0.2575,USD
SCPL,SCPL,2024-05-07,2024-03-31,,USD
SCPS,SCPS,2024-02-28,2023-12-31,0,USD
SCPX,NightHawk Biosciences Inc,2024-03-29,2023-12-31,-0.22,USD
SCPX,NightHawk Biosciences Inc,2024-05-13,2024-03-31,,USD
SCRCQ,SCRCQ,2024-02-28,2023-12-31,0,USD
SCRYY,SCRYY,2024-03-06,2023-12-31,0.0938,EUR
SCRYY,SCRYY,2024-05-17,2024-03-31,0.1117,EUR
SCS,Steelcase Inc - Class A,2024-03-20,2024-02-29,0.21,USD
SCSC,Scansource Inc,2024-05-07,2024-03-31,0.89,USD
SCTL,Societal CDMO Inc,2024-02-28,2023-12-31,-0.01,USD
SCTL,Societal CDMO Inc,2024-05-08,2024-03-31,-0.025,USD
SCTSF,SCTSF,2024-05-01,2024-02-29,,USD
SCU,SCU,2024-02-26,2023-12-31,0.3083,USD
SCU,SCU,2024-05-02,2024-03-31,,USD
SCUPF,SCUPF,2024-03-18,2023-12-31,,CAD
SCUPF,SCUPF,2024-05-03,2024-03-31,,CAD
SCVL,Shoe Carnival Inc,2024-03-20,2024-02-29,,USD
SCVL,Shoe Carnival Inc,2024-03-20,2024-01-31,0.59,USD
SCVL,Shoe Carnival Inc,2024-05-22,2024-04-30,0.7,USD
SCWO,374Water Inc,2024-03-16,2023-12-31,-0.01,USD
SCWO,374Water Inc,2024-05-08,2024-03-31,,USD
SCWX,SecureWorks Corp - Class A,2024-03-21,2024-01-31,-0.03,USD
SCX,L.S. Starrett Co. - Class A,2024-05-06,2024-03-31,,USD
SCYX,Scynexis Inc,2024-03-29,2023-12-31,-0.2,USD
SCYX,Scynexis Inc,2024-05-08,2024-03-31,-0.082,USD
SCYYF,SCYYF,2024-05-10,2024-03-31,,USD
SCZC,SCZC,2024-04-18,2024-03-31,,USD
SD,Sandridge Energy Inc New,2024-03-13,2023-12-31,,USD
SD,Sandridge Energy Inc New,2024-05-02,2024-03-31,,USD
SDC,SDC,2024-02-26,2023-12-31,-0.045,USD
SDC,SDC,2024-05-07,2024-03-31,,USD
SDCCQ,SDCCQ,2024-02-26,2023-12-31,-0.045,USD
SDCCQ,SDCCQ,2024-05-07,2024-03-31,-0.04,USD
SDCH,SDCH,2024-05-08,2024-03-31,0,USD
SDGR,Schrodinger Inc,2024-02-28,2023-12-31,-0.38,USD
SDGR,Schrodinger Inc,2024-05-02,2024-03-31,-0.635,USD
SDIG,Stronghold Digital Mining Inc - Class A,2024-03-27,2023-12-31,-0.98,USD
SDIG,Stronghold Digital Mining Inc - Class A,2024-05-09,2024-03-31,,USD
SDOT,Sadot Group Inc,2024-03-19,2023-12-31,,USD
SDOT,Sadot Group Inc,2024-05-08,2024-03-31,0.015,USD
SDPI,Superior Drilling Products Inc,2024-03-08,2023-12-31,0.02,USD
SDPI,Superior Drilling Products Inc,2024-05-09,2024-03-31,0.04,USD
SDRL,Seadrill Ltd,2024-02-28,2023-12-31,6.91,USD
SDRL,Seadrill Ltd,2024-05-21,2024-03-31,0.6979,USD
SDVKY,SDVKY,2024-04-22,2024-03-31,0.2264,SEK
SDXAY,SDXAY,2024-04-05,2024-02-29,0,EUR
SDZXF,SDZXF,2024-03-13,2023-12-31,0,USD
SDZXF,SDZXF,2024-05-07,2024-03-31,0,USD
SE,Sea Ltd,2024-03-04,2023-12-31,-0.25,USD
SE,Sea Ltd,2024-05-14,2024-03-31,-0.0237,USD
SEAS,SEAS,2024-02-28,2023-12-31,0.8,USD
SEAS,SEAS,2024-05-07,2024-03-31,-0.1842,USD
SEAT,Vivid Seats Inc - Class A,2024-03-05,2023-12-31,0.06,USD
SEAT,Vivid Seats Inc - Class A,2024-05-07,2024-03-31,0.1015,USD
SEB,Seaboard Corp,2024-05-01,2024-03-31,,USD
SEBC,SEBC,2024-05-15,2024-03-31,,USD
SECUF,SECUF,2024-05-14,2024-03-31,,USD
SECYF,SECYF,2024-02-29,2023-12-31,,CAD
SECYF,SECYF,2024-04-25,2024-03-31,,CAD
SEDG,Solaredge Technologies Inc,2024-05-01,2024-03-31,-0.7,USD
SEE,Sealed Air Corp,2024-02-27,2023-12-31,0.64,USD
SEE,Sealed Air Corp,2024-04-30,2024-03-31,0.6395,USD
SEEL,Seelos Therapeutics Inc,2024-03-01,2023-12-31,-0.0639,USD
SEER,Seer Inc - Class A,2024-02-29,2023-12-31,-0.37,USD
SEER,Seer Inc - Class A,2024-05-07,2024-03-31,-0.37,USD
SEGI,SEGI,2024-02-28,2023-12-31,0,USD
SEIC,SEI Investments Company,2024-04-18,2024-03-31,0.96,USD
SEII,SEII,2024-02-28,2023-12-31,0,USD
SEII,SEII,2024-04-18,2024-03-31,,USD
SEKEY,SEKEY,2024-04-26,2024-03-31,0.1869,JPY
SELF,Global Self Storage Inc,2024-03-25,2023-12-31,,USD
SELF,Global Self Storage Inc,2024-05-07,2024-03-31,0.06,USD
SEM,Select Medical Holdings Corporation,2024-02-22,2023-12-31,0.35,USD
SEM,Select Medical Holdings Corporation,2024-05-02,2024-03-31,0.618,USD
SEMR,SEMrush Holdings Inc - Class A,2024-03-04,2023-12-31,0.03,USD
SEMR,SEMrush Holdings Inc - Class A,2024-05-06,2024-03-31,0.0195,USD
SENR,SENR,2024-04-14,2024-03-31,,USD
SENS,Senseonics Holdings Inc,2024-02-29,2023-12-31,-0.04,USD
SENS,Senseonics Holdings Inc,2024-05-07,2024-03-31,-0.035,USD
SEOAY,SEOAY,2024-04-25,2024-03-31,0.0483,EUR
SEOVF,SEOVF,2024-03-17,2024-01-31,,CAD
SERA,Sera Prognostics Inc Class A,2024-03-26,2023-12-31,-0.258,USD
SERA,Sera Prognostics Inc Class A,2024-05-08,2024-03-31,-0.28,USD
SES,SES AI Corporation - Class A,2024-02-26,2023-12-31,-0.0753,USD
SES,SES AI Corporation - Class A,2024-05-08,2024-03-31,-0.05,USD
SESN,SESN,2024-02-26,2023-12-31,,USD
SEUSF,SEUSF,2024-04-28,2024-03-31,,USD
SEVCQ,SEVCQ,2024-02-29,2023-12-31,,EUR
SEVCQ,SEVCQ,2024-05-16,2024-03-31,,EUR
SEVN,Seven Hills Realty Trust .,2024-04-22,2024-03-31,0.375,USD
SEZL,Sezzle Inc,2024-02-26,2023-12-31,,USD
SEZL,Sezzle Inc,2024-05-13,2024-03-31,,USD
SF,Stifel Financial Corp,2024-04-24,2024-03-31,1.48,USD
SFBC,Sound Financial Bancorp Inc,2024-04-22,2024-03-31,,USD
SFBS,ServisFirst Bancshares Inc,2024-04-15,2024-03-31,0.86,USD
SFDL,SFDL,2024-04-26,2024-03-31,,USD
SFE,SFE,2024-03-07,2023-12-31,,USD
SFE,SFE,2024-05-02,2024-03-31,,USD
SFES,SFES,2024-03-07,2023-12-31,,USD
SFES,SFES,2024-05-02,2024-03-31,,USD
SFIX,Stitch Fix Inc - Class A,2024-03-04,2024-01-31,-0.2,USD
SFL,SFL Corporation Ltd,2024-05-13,2024-03-31,0.23,USD
SFM,Sprouts Farmers Market Inc,2024-02-22,2023-12-31,0.45,USD
SFM,Sprouts Farmers Market Inc,2024-04-29,2024-03-31,0.9631,USD
SFNC,Simmons First National Corp - Class A,2024-04-23,2024-03-31,0.32,USD
SFRX,SFRX,2024-03-29,2023-12-31,,USD
SFRX,SFRX,2024-05-17,2024-03-31,,USD
SFST,Southern First Bancshares Inc,2024-04-23,2024-03-31,0.34,USD
SFT,SFT,2024-03-26,2023-12-31,,USD
SFT,SFT,2024-05-09,2024-03-31,,USD
SFTBF,SFTBF,2024-05-08,2024-03-31,72.35,JPY
SFTBY,SFTBY,2024-05-08,2024-03-31,0.119,JPY
SFTGQ,SFTGQ,2024-03-26,2023-12-31,,USD
SFTGQ,SFTGQ,2024-05-09,2024-03-31,,USD
SG,Sweetgreen Inc - Class A,2024-02-29,2023-12-31,-0.21,USD
SG,Sweetgreen Inc - Class A,2024-05-05,2024-03-31,-0.216,USD
SGA,Saga Communications Inc - Class A,2024-03-07,2023-12-31,0.31,USD
SGA,Saga Communications Inc - Class A,2024-05-01,2024-03-31,,USD
SGAMY,SGAMY,2024-05-10,2024-03-31,-0.0274,JPY
SGBX,Safe & Green Holdings Corp,2024-03-27,2023-12-31,-0.37,USD
SGBX,Safe & Green Holdings Corp,2024-05-09,2024-03-31,-0.1359,USD
SGC,Superior Group of Companies Inc.,2024-03-13,2023-12-31,0.15,USD
SGC,Superior Group of Companies Inc.,2024-05-06,2024-03-31,0.135,USD
SGCPF,SGCPF,2024-02-28,2023-12-31,,USD
SGEN,Seagen Inc,2024-04-25,2024-03-31,,USD
SGFY,SGFY,2024-02-26,2023-12-31,,USD
SGH,SMART Global Holdings Inc,2024-04-02,2024-02-29,0.25,USD
SGHC,Super Group (SGHC) Ltd,2024-04-10,2024-03-31,0.0067,EUR
SGHIY,SGHIY,2024-03-27,2023-12-31,0,HKD
SGHIY,SGHIY,2024-05-06,2024-03-31,0,HKD
SGHT,Sight Sciences Inc,2024-05-02,2024-03-31,-0.3205,USD
SGIOY,SGIOY,2024-05-08,2024-03-31,0.2296,JPY
SGLDF,SGLDF,2024-03-30,2023-12-31,,CAD
SGLDF,SGLDF,2024-05-15,2024-03-31,,CAD
SGLY,Singularity Future Technology Ltd,2024-05-10,2024-03-31,,USD
SGMA,Sigmatron International Inc,2024-03-20,2024-01-31,0,USD
SGMA,Sigmatron International Inc,2024-05-16,2024-04-30,,USD
SGMO,Sangamo Therapeutics Inc,2024-04-24,2024-03-31,-0.1267,USD
SGMT,Sagimet Biosciences Inc - Class A,2024-02-28,2023-12-31,-0.58,USD
SGNLF,SGNLF,2024-02-29,2023-12-31,,USD
SGNLF,SGNLF,2024-05-02,2024-03-31,,USD
SGPYY,SGPYY,2024-05-16,2024-03-31,0,GBP
SGQRF,SGQRF,2024-03-29,2023-12-31,,USD
SGQRF,SGQRF,2024-05-17,2024-03-31,,USD
SGRP,Spar Group Inc,2024-03-28,2023-12-31,-0.01,USD
SGRP,Spar Group Inc,2024-04-15,2024-03-31,,USD
SGRY,Surgery Partners Inc,2024-02-26,2023-12-31,0.38,USD
SGRY,Surgery Partners Inc,2024-04-29,2024-03-31,0.0944,USD
SGSOY,SGSOY,2024-04-26,2024-03-31,0,CHF
SGSVF,SGSVF,2024-03-29,2023-12-31,,CAD
SGTX,SGTX,2024-03-12,2023-12-31,,USD
SGTX,SGTX,2024-05-07,2024-03-31,,USD
SGU,Star Group L.P.,2024-05-01,2024-03-31,,USD
SHAK,Shake Shack Inc - Class A,2024-05-02,2024-03-31,0.1,USD
SHASF,SHASF,2024-03-06,2023-12-31,,USD
SHASF,SHASF,2024-05-08,2024-03-31,,USD
SHBI,Shore Bancshares Inc,2024-04-25,2024-03-31,0.32,USD
SHC,Sotera Health Company,2024-02-27,2023-12-31,0.26,USD
SHC,Sotera Health Company,2024-05-01,2024-03-31,0.2024,USD
SHCAY,SHCAY,2024-05-09,2024-03-31,0.0005,JPY
SHCMF,SHCMF,2024-03-30,2024-02-29,,CAD
SHCO,Soho House & Co Inc Class A,2024-03-06,2023-12-31,-0.07,USD
SHCO,Soho House & Co Inc Class A,2024-05-10,2024-03-31,-0.1141,USD
SHCR,Sharecare Inc - Class A,2024-03-27,2023-12-31,-0.06,USD
SHCR,Sharecare Inc - Class A,2024-05-08,2024-03-31,-0.035,USD
SHEL,Shell Plc ADR (Representing - ),2024-05-02,2024-03-31,1.79,USD
SHEN,Shenandoah Telecommunications Company,2024-04-26,2024-03-31,-0.01,USD
SHG,Shinhan Financial Group Co. Ltd,2024-04-25,2024-03-31,1.93,KRW
SHGDF,SHGDF,2024-03-27,2023-12-31,,CAD
SHGDF,SHGDF,2024-05-09,2024-03-31,,CAD
SHIM,Shimmick Corp,2024-02-28,2023-12-31,-0.21,USD
SHIP,Seanergy Maritime Holdings Corp,2024-03-12,2023-12-31,0.24,USD
SHLS,Shoals Technologies Group Inc - Class A,2024-02-28,2023-12-31,0.17,USD
SHLS,Shoals Technologies Group Inc - Class A,2024-05-06,2024-03-31,0.1791,USD
SHO,Sunstone Hotel Investors Inc,2024-02-23,2023-12-31,-0.01,USD
SHO,Sunstone Hotel Investors Inc,2024-05-03,2024-03-31,0.0167,USD
SHOO,Steven Madden Ltd,2024-02-28,2023-12-31,0.57,USD
SHOO,Steven Madden Ltd,2024-05-07,2024-03-31,0.5851,USD
SHOP,Shopify Inc - Class A,2024-05-02,2024-03-31,0.17,USD
SHOT,Safety Shot Inc,2024-04-01,2024-03-31,0,USD
SHVLF,SHVLF,2024-03-18,2024-01-31,,CAD
SHW,Sherwin-Williams Company,2024-04-23,2024-03-31,2.19,USD
SHWZ,SHWZ,2024-03-27,2023-12-31,-0.18,USD
SHWZ,SHWZ,2024-05-08,2024-03-31,0.07,USD
SHYF,Shyft Group Inc (The),2024-02-22,2023-12-31,-0.03,USD
SHYF,Shyft Group Inc (The),2024-04-25,2024-03-31,0.11,USD
SIBN,SI-BONE Inc,2024-04-29,2024-03-31,-0.264,USD
SICP,SICP,2024-04-16,2024-03-31,0.01,USD
SID,Companhia Siderurgica Nacional,2024-03-06,2023-12-31,0.1249,BRL
SID,Companhia Siderurgica Nacional,2024-05-08,2024-03-31,0.0592,BRL
SIDU,Sidus Space Inc - Class A,2024-04-02,2024-03-31,-0.04,USD
SIEB,Siebert Financial Corp,2024-03-28,2023-12-31,,USD
SIEB,Siebert Financial Corp,2024-05-13,2024-03-31,,USD
SIEGY,SIEGY,2024-05-16,2024-03-31,1.33,EUR
SIEN,Sientra Inc,2024-03-28,2023-12-31,-0.72,USD
SIEN,Sientra Inc,2024-05-09,2024-03-31,,USD
SIF,SIFCO Industries Inc,2024-05-02,2024-03-31,0,USD
